"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","sub_cell_location","IR","switchConsequencesGene"
"isoComp_00106279","geneComp_00024646","ENST00000296351.8","MELTF","normal","tumor","MELTF","protein_coding","protein_coding",3.65962422361034,4.1761787755413,3.14306967167937,0.392908246479144,0.32353345468483,-0.408876876019791,NA,1.40167880215648,1.37149237994608,1.43186522436688,0.150981337543392,0.156112257317248,0.0617087131462783,NA,0.38970625,0.32255625,0.45685625,0.1343,0.0106679478612741,0.0106679478612741,FALSE,0.999994,TRUE,"yes","yes","yes","Extracellular",0,TRUE
"isoComp_00106617","geneComp_00024694","ENST00000301686.13","METTL26","normal","tumor","METTL26","protein_coding","protein_coding",36.8113952821162,37.5370871840892,36.0857033801431,3.48046599280832,2.84529992845146,-0.0568738737314397,NA,9.72390140138823,7.36242840570734,12.0853743970691,0.529003158980596,0.757319247840983,0.714243614484765,NA,0.276696875,0.20555625,0.3478375,0.14228125,3.09165396699698e-05,3.09165396699698e-05,FALSE,0.998208,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00106621","geneComp_00024694","ENST00000397666.6","METTL26","normal","tumor","METTL26","protein_coding","protein_coding",36.8113952821162,37.5370871840892,36.0857033801431,3.48046599280832,2.84529992845146,-0.0568738737314397,NA,5.51237694516228,8.28308133944126,2.74167255088329,1.28423409850987,0.386957692533687,-1.59159944301238,NA,0.148225,0.21849375,0.07795625,-0.1405375,0.00290366637345519,3.09165396699698e-05,FALSE,0.996354,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00106762","geneComp_00024717","ENST00000359478.7","MFAP5","normal","tumor","MFAP5","protein_coding","protein_coding",13.5808190024605,23.2335382737755,3.92809973114553,6.44743809090245,1.11647413744956,-2.56125814872021,NA,7.62841984405941,14.1755817836898,1.08125790442904,3.32034770892406,0.262574755483913,-3.70036131106574,NA,0.450883870967742,0.63930625,0.2499,-0.38940625,0.0235915956270843,0.0235915956270843,FALSE,0.961793,TRUE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00106960","geneComp_00024731","ENST00000369931.3","MFSD13A","normal","tumor","MFSD13A","protein_coding","protein_coding",7.03984706555748,5.02878493852775,9.05090919258721,0.541874261537777,0.760416323673888,0.846579939250533,NA,1.50091306925346,0.462783963729636,2.53904217477728,0.0959624363160241,0.20402772728255,2.43070223648583,NA,0.18571875,0.084925,0.2865125,0.2015875,1.13663962933015e-05,1.13663962933015e-05,FALSE,0.944555,TRUE,"no","no","no","Cell_membrane",0,TRUE
"isoComp_00107019","geneComp_00024741","ENST00000329548.5","MFSD5","normal","tumor","MFSD5","protein_coding","protein_coding",19.9732993454012,15.6910715084687,24.2555271823337,0.736461490759926,1.49343998361636,0.628045185635664,NA,17.5185936827956,14.8877527802683,20.1494345853229,0.694976779037083,1.12989089323084,0.436360449077893,NA,0.89169375,0.94956875,0.83381875,-0.11575,4.38907423074738e-10,3.91409775507254e-11,FALSE,1,TRUE,"yes","no","no","Endoplasmic_reticulum",0,TRUE
"isoComp_00107021","geneComp_00024741","ENST00000546655.1","MFSD5","normal","tumor","MFSD5","protein_coding","protein_coding_CDS_not_defined",19.9732993454012,15.6910715084687,24.2555271823337,0.736461490759926,1.49343998361636,0.628045185635664,NA,1.88611925473987,0.509714391505841,3.2625241179739,0.0848632567130415,0.36285736950446,2.65461291003636,NA,0.0811625,0.03078125,0.13154375,0.1007625,3.91409775507254e-11,3.91409775507254e-11,NA,0.0321697,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00107556","geneComp_00024803","ENST00000380787.5","MID1","normal","tumor","MID1","protein_coding","protein_coding",4.09612997881393,4.64145468702289,3.55080527060497,0.302099927744248,0.256806981205603,-0.385478431127086,NA,1.76935098989426,2.37725511140379,1.16144686838473,0.254441228897839,0.157228416447254,-1.02706122522401,NA,0.406184375,0.4964,0.31596875,-0.18043125,0.0487512788189795,0.0487512788189795,FALSE,1,TRUE,"yes","no","no","Cytoplasm,Lysosome_Vacuole",0,FALSE
"isoComp_00108283","geneComp_00024915","ENST00000414769.2","MIR503HG","normal","tumor","MIR503HG","lncRNA","lncRNA",4.34248490224806,4.62914985227257,4.05581995222354,0.311056281697299,0.34028918015876,-0.190314119042397,NA,0.753829782923955,1.1475463381723,0.360113227675607,0.0845748931068745,0.0610418772782837,-1.64503134478285,NA,0.1731125,0.25435,0.091875,-0.162475,0.00158565873333554,0.00158565873333554,NA,0.099019,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00108385","geneComp_00024932","ENST00000658747.1","MIR762HG","normal","tumor","MIR762HG","lncRNA","lncRNA",2.78068820566066,3.17228428210663,2.38909212921469,0.236767800179049,0.178834397759558,-0.407574160659802,NA,0.735954293550976,1.22254497150415,0.249363615597799,0.11287811119393,0.0545999490581199,-2.24859227397759,NA,0.249209375,0.391,0.10741875,-0.28358125,4.20965262820266e-05,4.20965262820266e-05,NA,0.0432707,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00108648","geneComp_00024943","ENST00000573759.1","MIS12","normal","tumor","MIS12","protein_coding","protein_coding",24.4662111708629,25.5783819129269,23.3540404287989,1.14581482862088,0.808982068931747,-0.131199134804116,NA,6.7543604152095,8.96538407841338,4.54333675200561,0.718124216820799,0.369949467477011,-0.979049515691475,NA,0.27246875,0.35095,0.1939875,-0.1569625,0.000110247875613568,0.000110247875613568,FALSE,0.998894,TRUE,"yes","no","no","Nucleus",1,TRUE
"isoComp_00108991","geneComp_00024987","ENST00000252674.9","MLLT1","normal","tumor","MLLT1","protein_coding","protein_coding",14.7217183460686,20.8924029241838,8.55103376795336,1.19425942939231,0.625792790934043,-1.28781188137227,NA,11.2957269877228,14.3556891824316,8.23576479301398,0.835473320711364,0.527326699796606,-0.800901992015747,NA,0.83196875,0.692675,0.9712625,0.2785875,2.1830426760896e-10,2.1830426760896e-10,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00108992","geneComp_00024987","ENST00000585588.1","MLLT1","normal","tumor","MLLT1","protein_coding","protein_coding_CDS_not_defined",14.7217183460686,20.8924029241838,8.55103376795336,1.19425942939231,0.625792790934043,-1.28781188137227,NA,3.39753042719005,6.4843764363429,0.310684418037192,0.546616420000261,0.156400328114887,-4.33996485014079,NA,0.16669375,0.30506875,0.02831875,-0.27675,2.4038938262031e-10,2.1830426760896e-10,NA,0.141309,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00108994","geneComp_00024988","ENST00000307729.12","MLLT10","normal","tumor","MLLT10","protein_coding","protein_coding",23.8541194503225,23.626714086292,24.0815248143531,1.29639801370747,0.985729141213316,0.0274962185412085,NA,4.21079722613073,2.63298825835322,5.78860619390824,0.400586210111687,0.77284522645857,1.13353614679058,NA,0.176325,0.1182375,0.2344125,0.116175,0.028766709248014,0.028766709248014,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,FALSE
"isoComp_00109216","geneComp_00025019","ENST00000311852.11","MMP14","normal","tumor","MMP14","protein_coding","protein_coding",97.8948216516073,65.6279668567173,130.161676446497,6.10085404206439,10.5406549418647,0.987813115176996,NA,65.5934068573439,36.3076460557031,94.8791676589847,3.74045369894343,8.5214270475042,1.38557270497623,NA,0.6369125,0.55314375,0.72068125,0.1675375,0.000271640321956886,0.000271640321956886,FALSE,1,TRUE,"yes","yes","yes","Cell_membrane",0,TRUE
"isoComp_00109217","geneComp_00025019","ENST00000547074.1","MMP14","normal","tumor","MMP14","protein_coding","retained_intron",97.8948216516073,65.6279668567173,130.161676446497,6.10085404206439,10.5406549418647,0.987813115176996,NA,27.6277834517979,25.4625807789605,29.7929861246352,3.66549576516308,2.44018751062302,0.226511754408877,NA,0.3080625,0.38240625,0.23371875,-0.1486875,0.0344202695956726,0.000271640321956886,NA,0.180914,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00109908","geneComp_00025126","ENST00000269095.9","MPP2","normal","tumor","MPP2","protein_coding","protein_coding",2.58411800108266,3.25202313519884,1.91621286696648,0.252947886463104,0.166755053210055,-0.75999986898474,NA,1.37205402591823,2.14040753190108,0.603700519935375,0.237547312503947,0.131431215061969,-1.80900338548444,NA,0.4519,0.63228125,0.27151875,-0.3607625,0.00256341634832997,0.00256341634832997,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,FALSE
"isoComp_00109926","geneComp_00025127","ENST00000480958.1","MPP3","normal","tumor","MPP3","protein_coding","retained_intron",1.53533763951722,2.03571510260201,1.03496017643244,0.148272051022071,0.122863795325825,-0.969157279464838,NA,0.285075895794568,0.223549313709834,0.346602477879301,0.032467595511723,0.0352844808397906,0.610589521922459,NA,0.229246875,0.1046,0.35389375,0.24929375,1.31053381659948e-10,1.31053381659948e-10,NA,0.999998,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00110046","geneComp_00025142","ENST00000491222.5","MPZ","normal","tumor","MPZ","protein_coding","protein_coding",2.51784287496866,2.66999096748364,2.36569478245368,0.830520482209463,0.238007297881009,-0.173878640597186,NA,0.632893693041227,0.381537963850096,0.884249422232357,0.0431774137696121,0.0612803078930454,1.19152508188437,NA,0.299078125,0.19805,0.40010625,0.20205625,0.00237132079350541,8.75590716884938e-14,FALSE,0.0802644,FALSE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00110048","geneComp_00025142","ENST00000533357.5","MPZ","normal","tumor","MPZ","protein_coding","protein_coding",2.51784287496866,2.66999096748364,2.36569478245368,0.830520482209463,0.238007297881009,-0.173878640597186,NA,0.700674273137786,1.35220669030989,0.0491418559656844,0.668644658348389,0.020292963549694,-4.52562229446187,NA,0.2241125,0.4208125,0.0274125,-0.3934,8.75590716884938e-14,8.75590716884938e-14,FALSE,0.999771,TRUE,"yes","no","yes","Cell_membrane",0,TRUE
"isoComp_00110099","geneComp_00025152","ENST00000303375.10","MRC2","normal","tumor","MRC2","protein_coding","protein_coding",5.72571617311584,6.85692496544663,4.59450738078505,1.34862399173227,0.900108612072658,-0.576617383476724,NA,4.0059130317057,4.51588739217387,3.49593867123752,0.84064683985646,0.647404668675308,-0.368399930093993,NA,0.73470625,0.67691875,0.79249375,0.115575,0.0369313940571017,0.0369313940571017,FALSE,1,TRUE,"yes","no","yes",NA,0,TRUE
"isoComp_00110409","geneComp_00025214","ENST00000252602.2","MRPL34","normal","tumor","MRPL34","protein_coding","protein_coding",199.832896342063,157.987051417761,241.678741266366,29.023105821012,17.6445750493578,0.613252634026286,NA,112.614477314533,71.2051713616203,154.023783267445,5.3192172060437,9.66648902501542,1.11299027856884,NA,0.57898125,0.509075,0.6488875,0.1398125,0.0184101836504178,0.0184101836504178,FALSE,0.126548,FALSE,"yes","no","no","Mitochondrion",0,FALSE
"isoComp_00110656","geneComp_00025259","ENST00000507019.5","MRPS18C","normal","tumor","MRPS18C","protein_coding","protein_coding",78.5356662976545,81.1782196111542,75.8931129841548,5.82971650502014,3.16890807687,-0.0971113524020202,NA,32.6946267764019,28.0560390980079,37.3332144547958,1.11278226836455,1.482521426923,0.412020644549365,NA,0.43039375,0.3637,0.4970875,0.1333875,0.0139150528838281,0.0139150528838281,FALSE,0.520871,TRUE,"yes","no","no","Mitochondrion",0,TRUE
"isoComp_00110707","geneComp_00025267","ENST00000496484.3","MRPS25","normal","tumor","MRPS25","protein_coding","nonsense_mediated_decay",36.3067682567908,27.2487156089228,45.3648209046588,2.05942705129043,2.96534861685505,0.735174362722709,NA,3.43482333521889,4.38877445485255,2.48087221558522,0.592147401899182,0.405630287289586,-0.820450617941337,NA,0.108759375,0.1609125,0.05660625,-0.10430625,0.0133633031673927,1.40113444403483e-06,TRUE,0.750465,TRUE,"yes","no","no","Mitochondrion",1,TRUE
"isoComp_00110718","geneComp_00025267","ENST00000695383.2","MRPS25","normal","tumor","MRPS25","protein_coding","nonsense_mediated_decay",36.3067682567908,27.2487156089228,45.3648209046588,2.05942705129043,2.96534861685505,0.735174362722709,NA,6.59492302515221,2.17359041262481,11.0162556376796,0.81161319772333,1.60415372530085,2.33616878206284,NA,0.14965625,0.0683,0.2310125,0.1627125,0.0241431303347045,1.40113444403483e-06,TRUE,0.378628,FALSE,"no","no","no","Cytoplasm,Nucleus,Mitochondrion",0,TRUE
"isoComp_00111144","geneComp_00025327","ENST00000674522.1","MSI2","normal","tumor","MSI2","protein_coding","protein_coding",49.8565476767313,47.5889254067886,52.124169946674,3.35820862080078,3.08564891244721,0.131300254754528,NA,11.3722119533192,15.9369580590877,6.8074658475507,2.60015181750374,0.822907191783547,-1.22597377783277,NA,0.224009375,0.3158375,0.13218125,-0.18365625,0.0105535841349515,0.0105535841349515,NA,0.205209,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00111149","geneComp_00025327","ENST00000675379.1","MSI2","normal","tumor","MSI2","protein_coding","protein_coding",49.8565476767313,47.5889254067886,52.124169946674,3.35820862080078,3.08564891244721,0.131300254754528,NA,5.39211326452604,1.60106923241403,9.18315729663805,0.405022162388616,1.79268038380415,2.51254193334442,NA,0.10186875,0.035725,0.1680125,0.1322875,0.0206192096291117,0.0105535841349515,NA,0.304647,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00112282","geneComp_00025534","ENST00000324453.13","MTURN","normal","tumor","MTURN","protein_coding","protein_coding",13.0863707274288,15.5014365310334,10.6713049238241,0.882772162391698,0.599513336557911,-0.538244391787248,NA,10.3777132839995,13.3488939437138,7.40653262428515,0.748283617848475,0.436200700645566,-0.848983802994113,NA,0.779225,0.862125,0.696325,-0.1658,1.49526912887405e-08,1.49526912887405e-08,FALSE,0.873098,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00112284","geneComp_00025534","ENST00000409688.1","MTURN","normal","tumor","MTURN","protein_coding","protein_coding",13.0863707274288,15.5014365310334,10.6713049238241,0.882772162391698,0.599513336557911,-0.538244391787248,NA,2.57937812540985,1.96244268460639,3.19631356621332,0.179770905908521,0.272763021870344,0.700932144000839,NA,0.21165625,0.12625,0.2970625,0.1708125,1.68580637992244e-08,1.49526912887405e-08,FALSE,0.652875,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00113034","geneComp_00025620","ENST00000300036.6","MYH11","normal","tumor","MYH11","protein_coding","protein_coding",9.78460498942296,17.6484325731714,1.92077740567458,3.21858029707904,0.318265997376646,-3.19310353538595,NA,6.03926293111992,10.7021289967355,1.37639686550436,1.54389782744175,0.22206909499894,-2.94983303603806,NA,0.689832258064516,0.632025,0.751493333333333,0.119468333333333,0.000554265540871396,3.79922173854046e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
"isoComp_00113035","geneComp_00025620","ENST00000452625.7","MYH11","normal","tumor","MYH11","protein_coding","protein_coding",9.78460498942296,17.6484325731714,1.92077740567458,3.21858029707904,0.318265997376646,-3.19310353538595,NA,3.3748942119906,6.28217986591114,0.467608558070057,1.32650946817453,0.0898356818434031,-3.71965931868416,NA,0.28228064516129,0.34780625,0.212386666666667,-0.135419583333333,3.79922173854046e-05,3.79922173854046e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
"isoComp_00113293","geneComp_00025666","ENST00000513610.6","MYO10","normal","tumor","MYO10","protein_coding","protein_coding",17.0897145239877,13.6271072823626,20.5523217656128,0.780990128666891,1.18998624453278,0.592465522793688,NA,11.7265079329922,11.1163963416403,12.3366195243441,0.656666415109462,0.833613530858374,0.150129686402874,NA,0.706796875,0.81475625,0.5988375,-0.21591875,4.07135435331985e-09,4.07135435331985e-09,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00113295","geneComp_00025666","ENST00000515803.5","MYO10","normal","tumor","MYO10","protein_coding","protein_coding",17.0897145239877,13.6271072823626,20.5523217656128,0.780990128666891,1.18998624453278,0.592465522793688,NA,4.68703824368265,1.8490647141123,7.525011773253,0.167117029135528,0.499421876937674,2.01903277459713,NA,0.251659375,0.1358,0.36751875,0.23171875,9.03793046328062e-07,4.07135435331985e-09,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,TRUE
"isoComp_00113585","geneComp_00025690","ENST00000369975.6","MYO6","normal","tumor","MYO6","protein_coding","protein_coding",16.2988033350917,12.8800532488275,19.7175534213558,0.925309723088045,1.15939864941581,0.613953823008289,NA,6.75944998281002,3.75329051813088,9.76560944748916,0.335906053941718,0.871252623993943,1.37719198141039,NA,0.38869375,0.291,0.4863875,0.1953875,0.0104913043660451,2.65186865385126e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",1,FALSE
"isoComp_00113596","geneComp_00025690","ENST00000664640.1","MYO6","normal","tumor","MYO6","protein_coding","protein_coding",16.2988033350917,12.8800532488275,19.7175534213558,0.925309723088045,1.15939864941581,0.613953823008289,NA,5.67020824871149,6.23256223004109,5.10785426738189,0.670727918685218,0.35619004533679,-0.286599231238835,NA,0.369403125,0.47763125,0.261175,-0.21645625,2.65186865385126e-05,2.65186865385126e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",1,FALSE
"isoComp_00114527","geneComp_00025814","ENST00000390006.8","NARF","normal","tumor","NARF","protein_coding","protein_coding",27.4689912626265,26.0154037500288,28.9225787752242,0.931530409884737,1.35300755529468,0.152774371908355,NA,6.87008841397239,9.35246862420422,4.38770820374056,0.848193256766814,0.420085946590352,-1.09013709695194,NA,0.25581875,0.35555,0.1560875,-0.1994625,0.000403372316598147,0.000403372316598147,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00114539","geneComp_00025814","ENST00000581743.5","NARF","normal","tumor","NARF","protein_coding","protein_coding_CDS_not_defined",27.4689912626265,26.0154037500288,28.9225787752242,0.931530409884737,1.35300755529468,0.152774371908355,NA,2.76975430998475,0.778730787448544,4.76077783252095,0.233504695665063,0.565219610071716,2.5966196406035,NA,0.0967125,0.02968125,0.16374375,0.1340625,0.000941073208971889,0.000403372316598147,NA,0.298485,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00114549","geneComp_00025815","ENST00000579095.2","NARF-AS2","normal","tumor","NARF-AS2","lncRNA","lncRNA",1.7507403697215,2.4370867814883,1.0643939579547,0.164613489475961,0.0804106002825068,-1.18754216823498,NA,1.08931473751269,1.34932912626867,0.829300348756699,0.068352026923822,0.0511025114972566,-0.695635724152318,NA,0.686746875,0.57105625,0.8024375,0.23138125,0.0136873415802129,0.0136873415802129,NA,0.0478552,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00116445","geneComp_00026052","ENST00000435532.8","NEDD4","normal","tumor","NEDD4","protein_coding","protein_coding",13.275514974753,10.5986947264057,15.9523352231002,0.594293875045213,1.6554299053868,0.589424566548967,NA,10.052857616563,7.17259587913242,12.9331193539937,0.50098508939342,1.38103869174144,0.849608104410685,NA,0.737334375,0.66668125,0.8079875,0.14130625,0.000108501418466378,0.000108501418466378,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Lysosome_Vacuole",0,TRUE
"isoComp_00116450","geneComp_00026052","ENST00000508075.1","NEDD4","normal","tumor","NEDD4","protein_coding","protein_coding_CDS_not_defined",13.275514974753,10.5986947264057,15.9523352231002,0.594293875045213,1.6554299053868,0.589424566548967,NA,2.1697237821328,2.55086855753753,1.78857900672807,0.135586111178896,0.116470651233442,-0.509775670628132,NA,0.1858875,0.2513125,0.1204625,-0.13085,0.00012251843521651,0.000108501418466378,NA,0.239874,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00117703","geneComp_00026200","ENST00000305108.10","NINJ2","normal","tumor","NINJ2","protein_coding","protein_coding",2.30751159071317,2.95057871419522,1.66444446723112,0.509658148734313,0.218313200072783,-0.822196681817918,NA,0.72768861162641,1.10421790205815,0.351159321194672,0.163271229566597,0.0475580976817102,-1.62532409034649,NA,0.302925,0.40046875,0.20538125,-0.1950875,0.00216081023444938,0.000119775098550848,FALSE,0.942126,TRUE,"yes","no","no","Cell_membrane,Lysosome_Vacuole",0,TRUE
"isoComp_00117704","geneComp_00026200","ENST00000397265.7","NINJ2","normal","tumor","NINJ2","protein_coding","protein_coding",2.30751159071317,2.95057871419522,1.66444446723112,0.509658148734313,0.218313200072783,-0.822196681817918,NA,0.869991824376986,0.703825371356688,1.03615827739728,0.127690186371469,0.143629876636883,0.551458054259902,NA,0.435065625,0.227525,0.64260625,0.41508125,0.000119775098550848,0.000119775098550848,FALSE,0.931005,TRUE,"yes","no","no","Cell_membrane,Lysosome_Vacuole",0,TRUE
"isoComp_00117707","geneComp_00026200","ENST00000542920.1","NINJ2","normal","tumor","NINJ2","protein_coding","protein_coding",2.30751159071317,2.95057871419522,1.66444446723112,0.509658148734313,0.218313200072783,-0.822196681817918,NA,0.58907233563168,0.978933823835943,0.199210847427416,0.217171958487302,0.0539636139367219,-2.24091632766502,NA,0.208959375,0.3125625,0.10535625,-0.20720625,0.0370890871939129,0.000119775098550848,FALSE,0.636562,TRUE,"yes","no","no","Cell_membrane",0,TRUE
"isoComp_00118204","geneComp_00026279","ENST00000360476.8","NMB","normal","tumor","NMB","protein_coding","protein_coding",18.1193984182485,25.9214975295854,10.3172993069116,3.15279949312866,1.65567756111101,-1.32824249923544,NA,13.2299948086177,19.8090601617283,6.65092945550705,2.54532646480898,1.19444320977963,-1.57309314237711,NA,0.6883625,0.752675,0.62405,-0.128625,0.0107165229897399,0.0107165229897399,FALSE,0.514609,TRUE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00118205","geneComp_00026279","ENST00000394588.3","NMB","normal","tumor","NMB","protein_coding","protein_coding",18.1193984182485,25.9214975295854,10.3172993069116,3.15279949312866,1.65567756111101,-1.32824249923544,NA,4.88940360963077,6.11243736785702,3.66636985140452,0.668857677298157,0.504659533725685,-0.735824197763642,NA,0.3116375,0.247325,0.37595,0.128625,0.0108828366857347,0.0107165229897399,FALSE,0.654691,TRUE,"yes","yes","yes","Extracellular",0,TRUE
"isoComp_00118329","geneComp_00026298","ENST00000294868.8","NMNAT2","normal","tumor","NMNAT2","protein_coding","protein_coding",12.8838086662279,11.4971633283603,14.2704540040955,1.41268226603788,1.98669775395384,0.311509612819215,NA,4.57694039114639,5.9642507463286,3.18963003596417,0.738239715711378,0.583531998078405,-0.90085269045666,NA,0.407553125,0.54870625,0.2664,-0.28230625,0.0180165915801259,0.0180165915801259,FALSE,0.999982,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00118670","geneComp_00026340","ENST00000678148.1","NOMO3","normal","tumor","NOMO3","protein_coding","protein_coding_CDS_not_defined",11.4062785692456,12.029099881637,10.7834572568542,1.3031160584577,0.957310136231927,-0.15757048212107,NA,0.901550206092408,0.13687932716334,1.66622108502148,0.131013514930371,0.392410547275348,3.51250918553468,NA,0.091575,0.01979375,0.16335625,0.1435625,0.0039029318844592,0.0039029318844592,NA,1,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00118918","geneComp_00026370","ENST00000375023.3","NOTCH4","normal","tumor","NOTCH4","protein_coding","protein_coding",10.7066658286901,10.963036392153,10.4502952652273,0.645540312930269,0.516777676245134,-0.069039219363213,NA,5.02972563592232,4.38782407028861,5.67162720155602,0.301675281412742,0.323856358973801,0.369514280533757,NA,0.475821875,0.4062,0.54544375,0.13924375,0.0110286491025044,0.00633395083376446,FALSE,1,TRUE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00118922","geneComp_00026370","ENST00000491215.1","NOTCH4","normal","tumor","NOTCH4","protein_coding","retained_intron",10.7066658286901,10.963036392153,10.4502952652273,0.645540312930269,0.516777676245134,-0.069039219363213,NA,4.13690830149844,5.27852659133475,2.99529001166214,0.494126759135063,0.277938658869952,-0.815361618328907,NA,0.379721875,0.474625,0.28481875,-0.18980625,0.00633395083376446,0.00633395083376446,NA,0.0842632,FALSE,NA,NA,NA,NA,1,TRUE
"isoComp_00119239","geneComp_00026421","ENST00000547235.5","NPIPB12","normal","tumor","NPIPB12","protein_coding","nonsense_mediated_decay",5.37508793407087,4.52472505707116,6.22545081107058,0.503670872834387,0.657904066773686,0.459478785901049,NA,2.79688762312457,1.63599854018182,3.95777670606731,0.427080628434604,0.531734145824576,1.26936778144248,NA,0.446628125,0.301425,0.59183125,0.29040625,0.0185766016190639,0.0185766016190639,NA,0.178408,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00119646","geneComp_00026498","ENST00000622476.4","NR2C1","normal","tumor","NR2C1","protein_coding","protein_coding",21.7924339407691,23.5336237428598,20.0512441386784,1.22995494510285,1.04253903692562,-0.230925311089145,NA,3.92466656875719,2.80844167189319,5.04089146562119,0.347358401137022,0.546373488665824,0.841640330255507,NA,0.1806125,0.1172375,0.2439875,0.12675,0.0169056207226551,0.0169056207226551,FALSE,1,TRUE,"yes","no","no","Nucleus",0,TRUE
"isoComp_00119780","geneComp_00026509","ENST00000344721.8","NR3C2","normal","tumor","NR3C2","protein_coding","protein_coding",12.0552001069557,13.6792751861402,10.4311250277711,1.04587153967494,1.0543358192171,-0.390768891223846,NA,1.9056538270966,2.93956436079886,0.871743293394343,0.405129246359094,0.179056872393154,-1.74207128719467,NA,0.148153125,0.21295625,0.08335,-0.12960625,0.0113205569565535,0.0113205569565535,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,FALSE
"isoComp_00119781","geneComp_00026509","ENST00000358102.8","NR3C2","normal","tumor","NR3C2","protein_coding","protein_coding",12.0552001069557,13.6792751861402,10.4311250277711,1.04587153967494,1.0543358192171,-0.390768891223846,NA,8.49057518207162,8.6452753323307,8.33587503181254,0.816953018077674,0.997698662740696,-0.0525163954317113,NA,0.704846875,0.62305,0.78664375,0.16359375,0.033676245006382,0.0113205569565535,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,FALSE
"isoComp_00119801","geneComp_00026510","ENST00000550763.1","NR4A1","normal","tumor","NR4A1","protein_coding","protein_coding",158.978329392747,208.542209225299,109.414449560196,29.4537864133103,12.4603899356469,-0.93047346821622,NA,25.9382783551655,43.7385590523403,8.13799765799067,7.60087903265955,1.50783969490197,-2.42471802889847,NA,0.1465,0.21386875,0.07913125,-0.1347375,0.000165186603836825,0.000165186603836825,FALSE,0.0891058,FALSE,"no","yes","no","Nucleus",0,TRUE
"isoComp_00119933","geneComp_00026531","ENST00000393232.6","NRF1","normal","tumor","NRF1","protein_coding","protein_coding",8.22288234578765,7.7975304802118,8.6482342113635,0.379718076161744,0.504236724296246,0.14920653053334,NA,4.6396549888613,4.98761612303625,4.29169385468636,0.278886148128777,0.287773823426334,-0.216335235467109,NA,0.56899375,0.63935,0.4986375,-0.1407125,0.0145815239653837,0.00141756956567781,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00119935","geneComp_00026531","ENST00000477428.5","NRF1","normal","tumor","NRF1","protein_coding","protein_coding_CDS_not_defined",8.22288234578765,7.7975304802118,8.6482342113635,0.379718076161744,0.504236724296246,0.14920653053334,NA,1.32310477577761,0.662230053771249,1.98397949778397,0.136654296866197,0.231168342543279,1.56862362734806,NA,0.149775,0.07775,0.2218,0.14405,0.00141756956567781,0.00141756956567781,NA,0.00514585,FALSE,NA,NA,NA,NA,0,TRUE
