#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000259698.9	1069	0.44259	5.28533935547	1	1	coding
ENST00000643898.2	1048	0.45799	4.97430419922	1	1	coding
ENST00000538035.6	1019	0.45799	5.11761474609	1	1	coding
ENST00000463828.1	126	0.4427	5.54302978516	-1	0.0797188	noncoding
ENST00000378023.8	592	0.43921	5.27142333984	1	1	coding
ENST00000510784.8	648	0.40876	5.53057861328	1	1	coding
ENST00000644621.1	592	0.47819	5.27142333984	1	1	coding
ENST00000647136.1	614	0.44358	5.14483642578	1	1	coding
ENST00000473070.1	87	0.41776	4.24542236328	1	0.545903	coding
ENST00000644411.1	664	0.43172	5.42291259766	1	1	coding
ENST00000606385.1	59	0.36706	10.0747680664	1	0.0422	noncoding
ENST00000634956.1	104	0.39455	11.3628540039	1	0.277153	noncoding
ENST00000634560.1	104	0.39021	11.3628540039	1	0.26127	noncoding
ENST00000377727.2	104	0.43807	11.3628540039	1	0.5	coding
ENST00000303892.10	119	0.39748	10.2556762695	1	0.5	coding
ENST00000376151.4	79	0.34327	11.7174682617	1	0.0641216	noncoding
ENST00000483251.1	78	0.46876	9.17730712891	1	0.299701	noncoding
ENST00000481998.1	64	0.33059	9.98370361328	1	0.0385551	noncoding
ENST00000469940.5	97	0.34674	4.97784423828	1	0.324874	noncoding
ENST00000473619.5	134	0.45828	4.50347900391	1	0.96764	coding
ENST00000488669.5	77	0.41725	4.47357177734	1	0.336213	noncoding
ENST00000375055.6	348	0.43831	6.40863037109	1	1	coding
ENST00000484849.5	304	0.44649	5.22662353516	1	0.999999	coding
ENST00000375069.7	452	0.43222	6.38714599609	1	1	coding
ENST00000375070.7	427	0.43789	7.02642822266	1	1	coding
ENST00000438221.6	395	0.43831	7.62689208984	1	1	coding
ENST00000375076.9	405	0.45682	5.83062744141	1	1	coding
ENST00000450110.5	234	0.4192	9.65411376953	-1	0.314237	noncoding
ENST00000538695.2	160	0.39104	10.2232055664	1	0.852637	coding
ENST00000491215.1	85	0.34572	8.48760986328	1	0.0842632	noncoding
ENST00000474612.1	667	0.3841	7.18878173828	1	1	coding
ENST00000375023.3	2004	0.38509	5.42767333984	1	1	coding
ENST00000473562.1	648	0.38104	4.58258056641	1	1	coding
ENST00000374882.8	277	0.35284	7.03863525391	1	0.999664	coding
ENST00000374881.3	273	0.35108	5.53057861328	1	0.999902	coding
ENST00000374675.7	470	0.43189	6.36138916016	1	1	coding
ENST00000374677.8	470	0.43401	6.36138916016	1	1	coding
ENST00000459703.5	244	0.40516	5.87091064453	1	0.999868	coding
ENST00000244751.7	594	0.47248	5.64544677734	1	1	coding
ENST00000393189.2	302	0.39896	6.12689208984	1	0.999995	coding
ENST00000633136.2	611	0.42897	5.57708740234	1	1	coding
ENST00000493411.2	209	0.43684	5.01812744141	-1	0.293017	noncoding
ENST00000633929.1	177	0.47245	5.10906982422	1	0.997159	coding
ENST00000634222.1	166	0.35064	8.92962646484	1	0.792265	coding
ENST00000633280.1	226	0.42927	4.84918212891	-1	0.353761	noncoding
ENST00000457653.8	430	0.42974	8.52203369141	-1	0.810935	coding
ENST00000567255.2	305	0.3258	5.49139404297	1	0.999958	coding
ENST00000435541.2	46	0.37591	5.79315185547	-1	0.0229376	noncoding
ENST00000691406.1	147	0.33666	6.88250732422	1	0.697968	coding
ENST00000439386.3	44	0.3183	9.84613037109	1	0.0179242	noncoding
ENST00000414386.7	44	0.37278	9.84613037109	1	0.0223809	noncoding
ENST00000454812.1	44	0.37585	9.84613037109	1	0.0228674	noncoding
ENST00000701272.1	44	0.34195	9.84613037109	1	0.018991	noncoding
ENST00000432751.1	61	0.37286	11.5390014648	1	0.0482274	noncoding
ENST00000394253.7	689	0.33789	9.37335205078	1	1	coding
ENST00000682992.1	689	0.3387	9.37335205078	1	1	coding
ENST00000373010.5	586	0.46182	9.72711181641	1	1	coding
ENST00000373006.5	641	0.39923	9.41925048828	1	1	coding
ENST00000423567.1	73	0.24911	8.96832275391	1	0.0454194	noncoding
ENST00000481352.6	151	0.3792	4.74993896484	1	0.964711	coding
ENST00000512472.5	100	0.45164	4.56353759766	1	0.739828	coding
ENST00000642195.1	347	0.43998	5.30938720703	1	1	coding
ENST00000304004.7	343	0.44975	5.65301513672	1	1	coding
ENST00000645141.1	222	0.43394	5.83990478516	1	0.999719	coding
ENST00000488601.6	151	0.42499	4.74993896484	1	0.984915	coding
ENST00000423780.1	131	0.43251	5.24322509766	-1	0.0851085	noncoding
ENST00000687843.1	170	0.33071	9.29937744141	1	0.705761	coding
ENST00000422059.5	56	0.32959	6.69610595703	1	0.0211736	noncoding
ENST00000652850.1	56	0.35829	10.303894043	1	0.0361865	noncoding
ENST00000687275.1	77	0.37354	7.77081298828	1	0.0783451	noncoding
ENST00000607590.1	53	0.35501	4.78045654297	1	0.0398609	noncoding
ENST00000655938.1	40	0.40414	8.88531494141	1	0.0184829	noncoding
ENST00000371253.7	911	0.3825	8.90655517578	1	1	coding
ENST00000477858.1	55	0.36003	6.70513916016	1	0.0238362	noncoding
ENST00000419892.6	599	0.32109	9.18182373047	1	1	coding
ENST00000449332.6	599	0.47152	9.18182373047	1	1	coding
ENST00000283297.5	714	0.45929	8.73736572266	1	1	coding
ENST00000471487.5	70	0.32105	10.8866577148	1	0.0480696	noncoding
ENST00000371243.2	219	0.38668	9.01385498047	1	0.992657	coding
ENST00000491283.5	70	0.37955	10.8866577148	1	0.0770805	noncoding
ENST00000477771.5	103	0.36892	10.1720581055	1	0.227238	noncoding
ENST00000425443.6	699	0.453	5.85968017578	1	1	coding
ENST00000322507.13	3064	0.46613	5.37774658203	1	1	coding
ENST00000680981.1	145	0.4537	9.87847900391	1	0.938555	coding
ENST00000345356.10	1900	0.45608	5.71014404297	1	1	coding
ENST00000511023.1	151	0.45124	9.99566650391	-1	0.217528	noncoding
ENST00000493109.2	132	0.43942	5.61468505859	1	0.920799	coding
ENST00000671923.1	662	0.47786	6.16546630859	1	1	coding
ENST00000369975.6	1254	0.47161	8.78216552734	1	1	coding
ENST00000369985.9	1263	0.39696	8.75091552734	1	1	coding
ENST00000369977.8	1286	0.39696	8.74749755859	1	1	coding
ENST00000664640.1	1295	0.41746	8.71160888672	1	1	coding
ENST00000672093.1	1286	0.45351	8.74420166016	1	1	coding
ENST00000430435.1	156	0.43416	5.63629150391	-1	0.119887	noncoding
ENST00000672162.1	234	0.35819	9.35638427734	1	0.987932	coding
ENST00000343245.7	276	0.4129	5.48236083984	1	0.99999	coding
ENST00000369076.8	276	0.39035	5.48236083984	1	0.999981	coding
ENST00000369070.5	198	0.37826	5.77874755859	1	0.995521	coding
ENST00000646025.1	234	0.42937	5.57025146484	1	0.999889	coding
ENST00000613993.1	163	0.45202	5.62591552734	1	0.990071	coding
ENST00000369037.9	400	0.37002	8.43487548828	1	0.999999	coding
ENST00000369031.4	241	0.40546	9.22283935547	1	0.998618	coding
ENST00000368923.8	311	0.3962	8.65301513672	1	0.999965	coding
ENST00000479373.1	224	0.34587	8.86956787109	1	0.977757	coding
ENST00000368924.9	370	0.3962	8.50885009766	1	0.999999	coding
ENST00000316316.10	1144	0.45105	7.87030029297	1	1	coding
ENST00000619706.5	1150	0.43565	8.11639404297	1	1	coding
ENST00000458674.2	109	0.4751	4.74383544922	-1	0.0866481	noncoding
ENST00000505485.1	118	0.45175	8.59710693359	-1	0.101189	noncoding
ENST00000368478.2	99	0.31446	9.15985107422	1	0.105232	noncoding
ENST00000316068.7	392	0.43809	5.52105712891	1	1	coding
ENST00000617695.5	3119	0.49388	5.99212646484	1	1	coding
ENST00000421865.3	3123	0.49388	6.00933837891	1	1	coding
ENST00000684985.1	239	0.45937	8.35284423828	1	0.999795	coding
ENST00000688150.1	129	0.46286	5.80133056641	-1	0.0887772	noncoding
ENST00000688198.1	518	0.45597	6.44329833984	1	1	coding
ENST00000688799.1	478	0.4837	6.08184814453	1	1	coding
ENST00000439090.7	521	0.46984	6.66705322266	1	1	coding
ENST00000368134.6	521	0.4558	6.66705322266	1	1	coding
ENST00000457563.6	545	0.49019	6.88055419922	1	1	coding
ENST00000437477.6	521	0.45024	6.66705322266	1	1	coding
ENST00000528422.5	122	0.41058	9.24176025391	1	0.623463	coding
ENST00000526886.5	118	0.44444	9.24176025391	-1	0.124437	noncoding
ENST00000533296.5	238	0.44225	7.00653076172	1	0.999816	coding
ENST00000532309.5	210	0.48784	6.53082275391	-1	0.28332	noncoding
ENST00000531544.5	173	0.4964	8.71771240234	-1	0.223314	noncoding
ENST00000529119.1	32	0.40291	7.92132568359	-1	0.0327205	noncoding
ENST00000452150.6	173	0.31035	4.84185791016	1	0.959804	coding
ENST00000530481.5	853	0.46604	5.57769775391	1	1	coding
ENST00000337057.8	1006	0.45601	5.33843994141	1	1	coding
ENST00000445890.6	748	0.45064	6.19561767578	1	1	coding
ENST00000628542.2	936	0.45169	5.29583740234	1	1	coding
ENST00000527411.5	936	0.45853	5.29583740234	1	1	coding
ENST00000706365.1	1058	0.45962	5.37567138672	1	1	coding
ENST00000526782.1	26	0.40721	6.49029541016	1	0.00651463	noncoding
ENST00000529208.5	936	0.46966	5.29583740234	1	1	coding
ENST00000534166.1	62	0.44796	5.30181884766	1	0.116595	noncoding
ENST00000530148.5	63	0.4318	11.3980102539	1	0.112004	noncoding
ENST00000367321.8	979	0.4622	8.31524658203	1	1	coding
ENST00000367307.8	276	0.44483	9.23199462891	1	0.999949	coding
ENST00000367308.8	262	0.44651	5.99908447266	-1	0.459559	noncoding
ENST00000618312.4	914	0.43951	6.86688232422	1	1	coding
ENST00000441122.5	127	0.40866	9.79364013672	-1	0.154726	noncoding
ENST00000423867.2	114	0.45298	4.66851806641	-1	0.0851283	noncoding
ENST00000478643.1	49	0.41301	7.96112060547	1	0.0271482	noncoding
ENST00000337019.7	297	0.4325	8.41973876953	1	0.999985	coding
ENST00000366889.6	258	0.4541	8.89471435547	1	0.999909	coding
ENST00000366888.7	258	0.45704	8.89471435547	1	0.999917	coding
ENST00000542669.1	105	0.43117	9.88507080078	-1	0.136695	noncoding
ENST00000544266.1	111	0.40672	10.014465332	1	0.460994	noncoding
ENST00000537664.5	934	0.39977	5.62054443359	1	1	coding
ENST00000625626.1	243	0.33323	9.26446533203	1	0.979536	coding
ENST00000476287.4	911	0.37955	5.49456787109	1	1	coding
ENST00000496635.1	65	0.33252	10.1333618164	1	0.0412878	noncoding
ENST00000402802.8	197	0.3368	8.68890380859	1	0.91754	coding
ENST00000354513.9	212	0.36773	9.52166748047	1	0.975059	coding
ENST00000482462.1	235	0.2797	9.11444091797	1	0.85213	coding
ENST00000444847.2	334	0.45488	8.54681396484	1	0.999999	coding
ENST00000481403.1	31	0.44543	7.83538818359	1	0.0125612	noncoding
ENST00000474396.1	46	0.27853	9.49456787109	-1	0.181107	noncoding
ENST00000397095.2	334	0.4455	8.54681396484	1	0.999999	coding
ENST00000427680.1	56	0.42406	4.17730712891	-1	0.0259615	noncoding
ENST00000222990.8	466	0.34858	6.95574951172	1	1	coding
ENST00000480807.1	145	0.43033	7.14495849609	1	0.924127	coding
ENST00000479689.1	19	0.44228	9.00665283203	1	0.00892745	noncoding
ENST00000435336.5	160	0.44464	9.44647216797	-1	0.197961	noncoding
ENST00000494722.1	170	0.4142	9.00054931641	1	0.958824	coding
ENST00000447136.1	85	0.45255	9.62738037109	-1	0.104195	noncoding
ENST00000415611.9	59	0.33345	8.26861572266	1	0.0243361	noncoding
ENST00000667557.1	46	0.29072	6.68914794922	1	0.0144683	noncoding
ENST00000656301.1	46	0.40397	7.99810791016	1	0.0211504	noncoding
ENST00000661147.1	46	0.33876	7.99810791016	1	0.0133958	noncoding
ENST00000685098.2	16	0.35292	3.66571044922	1	0.00777248	noncoding
ENST00000690219.2	38	0.4302	8.04498291016	1	0.0173384	noncoding
ENST00000663057.1	38	0.43074	8.04498291016	1	0.0174281	noncoding
ENST00000702192.1	55	0.34212	6.37969970703	1	0.0225015	noncoding
ENST00000702669.1	46	0.37611	7.99810791016	1	0.0166755	noncoding
ENST00000661582.1	38	0.34756	8.04498291016	1	0.00955444	noncoding
ENST00000671680.1	11	0.36721	8.49774169922	1	0.00303593	noncoding
ENST00000432668.1	65	0.35846	9.57928466797	1	0.0463034	noncoding
ENST00000222803.10	212	0.32137	5.69549560547	1	0.991094	coding
ENST00000419018.1	67	0.40192	6.81646728516	1	0.0682707	noncoding
ENST00000412494.1	72	0.47121	8.79071044922	1	0.214814	noncoding
ENST00000479939.1	127	0.40568	9.14569091797	1	0.659799	coding
ENST00000324453.13	132	0.33605	4.02801513672	1	0.873098	coding
ENST00000409688.1	91	0.39258	3.58172607422	1	0.652875	coding
ENST00000324489.5	99	0.29691	4.24420166016	1	0.417011	noncoding
ENST00000675051.1	673	0.47147	6.01751708984	1	1	coding
ENST00000674807.1	547	0.45759	8.48834228516	1	1	coding
ENST00000675810.1	706	0.4429	6.26556396484	1	1	coding
ENST00000674815.1	617	0.46739	5.78765869141	1	1	coding
ENST00000676403.1	607	0.4799	8.40655517578	1	1	coding
ENST00000389266.8	740	0.45969	6.60955810547	1	1	coding
ENST00000674851.1	617	0.46653	5.78765869141	1	1	coding
ENST00000396191.6	710	0.44648	8.87542724609	1	1	coding
ENST00000321453.12	710	0.41218	8.87542724609	1	1	coding
ENST00000396193.5	770	0.42427	8.73504638672	1	1	coding
ENST00000396184.7	635	0.34998	6.19525146484	1	1	coding
ENST00000479980.1	86	0.39711	8.83087158203	1	0.163557	noncoding
ENST00000396182.6	635	0.4596	6.19525146484	1	1	coding
ENST00000437235.7	118	0.29355	9.45977783203	1	0.150152	noncoding
ENST00000412856.6	118	0.35972	9.45977783203	1	0.333299	noncoding
ENST00000665516.1	118	0.30564	9.45977783203	1	0.170636	noncoding
ENST00000424194.1	23	0.37565	5.89544677734	1	0.00492282	noncoding
ENST00000692566.2	74	0.37029	9.88763427734	1	0.0783044	noncoding
ENST00000617537.5	576	0.41864	8.45196533203	1	1	coding
ENST00000612871.4	544	0.39814	8.59429931641	1	1	coding
ENST00000621510.1	146	0.46819	9.80816650391	1	0.957966	coding
ENST00000617267.4	689	0.39055	9.02862548828	1	1	coding
ENST00000614254.1	144	0.42019	10.3153686523	1	0.84999	coding
ENST00000487014.5	162	0.45236	9.48858642578	-1	0.210138	noncoding
ENST00000543742.1	93	0.38532	9.18328857422	-1	0.10704	noncoding
ENST00000414637.1	53	0.45474	6.50567626953	1	0.0479475	noncoding
ENST00000427076.5	128	0.27851	5.62664794922	1	0.518991	coding
ENST00000422304.1	252	0.43783	9.83221435547	1	0.999671	coding
ENST00000457408.7	228	0.41958	8.41033935547	1	0.998815	coding
ENST00000289577.9	179	0.41211	9.07269287109	1	0.972554	coding
ENST00000481238.1	187	0.37477	6.37591552734	1	0.985329	coding
ENST00000477639.5	134	0.28495	8.61981201172	1	0.236718	noncoding
ENST00000444131.2	170	0.43087	6.15435791016	-1	0.136835	noncoding
ENST00000461377.5	143	0.46003	5.31170654297	1	0.969165	coding
ENST00000544363.5	354	0.44915	5.66717529297	1	1	coding
ENST00000541586.5	387	0.46369	4.94683837891	1	1	coding
ENST00000258781.11	445	0.44915	5.31890869141	1	1	coding
ENST00000488727.5	272	0.41803	6.49676513672	1	0.999973	coding
ENST00000381112.7	466	0.46087	5.36041259766	1	1	coding
ENST00000474617.1	375	0.46339	5.69854736328	1	1	coding
ENST00000480382.1	43	0.46483	8.71466064453	1	0.0411057	noncoding
ENST00000451013.7	950	0.47901	5.49371337891	1	1	coding
ENST00000610955.1	198	0.47948	4.85992431641	-1	0.339517	noncoding
ENST00000478628.1	40	0.45359	5.98211669922	1	0.0229761	noncoding
ENST00000484624.1	87	0.28311	9.34979248047	1	0.0590099	noncoding
ENST00000619775.1	182	0.37998	4.93450927734	1	0.994311	coding
ENST00000614386.1	109	0.41864	7.53619384766	1	0.50696	coding
ENST00000297268.11	1367	0.42967	9.07696533203	1	1	coding
ENST00000464916.1	288	0.46184	5.74530029297	-1	0.625903	coding
ENST00000394308.8	562	0.4615	6.38739013672	1	1	coding
ENST00000175506.8	562	0.46946	6.38739013672	1	1	coding
ENST00000454046.5	402	0.41741	6.66961669922	1	1	coding
ENST00000437628.5	479	0.45905	6.04461669922	1	1	coding
ENST00000422745.5	541	0.46737	6.58856201172	1	1	coding
ENST00000455086.5	479	0.45905	6.04461669922	1	1	coding
ENST00000444334.5	541	0.46818	6.58856201172	1	1	coding
ENST00000487714.1	108	0.48196	8.83148193359	-1	0.101556	noncoding
ENST00000442734.5	214	0.475	7.11566162109	-1	0.281823	noncoding
ENST00000448127.1	118	0.44623	6.17254638672	-1	0.0672978	noncoding
ENST00000449309.2	574	0.4395	5.82281494141	1	1	coding
ENST00000408938.2	535	0.44436	5.43304443359	-1	0.991684	coding
ENST00000710813.1	613	0.46569	7.54644775391	1	1	coding
ENST00000425308.6	613	0.45171	7.54644775391	1	1	coding
ENST00000303887.10	720	0.44274	6.08062744141	1	1	coding
ENST00000485286.6	544	0.4482	5.90716552734	1	1	coding
ENST00000493352.1	158	0.42961	8.84259033203	-1	0.158844	noncoding
ENST00000463722.5	121	0.37485	8.83587646484	1	0.444374	noncoding
ENST00000467516.5	37	0.37029	5.89324951172	1	0.0109684	noncoding
ENST00000465738.1	48	0.45252	11.8399047852	1	0.0802696	noncoding
ENST00000486319.5	275	0.42951	9.13555908203	1	0.999911	coding
ENST00000513506.6	274	0.42262	8.77081298828	-1	0.391522	noncoding
ENST00000504677.5	172	0.42465	7.86322021484	-1	0.148735	noncoding
ENST00000506060.5	25	0.38728	9.00665283203	1	0.00782405	noncoding
ENST00000502415.5	177	0.46509	6.96209716797	-1	0.169987	noncoding
ENST00000507355.5	77	0.46487	5.18743896484	1	0.276785	noncoding
ENST00000608621.5	116	0.44048	5.87969970703	1	0.778812	coding
ENST00000508910.5	23	0.38104	8.29510498047	1	0.00548876	noncoding
ENST00000621093.5	116	0.40929	5.87969970703	1	0.705253	coding
ENST00000443430.2	125	0.39101	10.0438842773	-1	0.163085	noncoding
ENST00000513438.1	74	0.44512	5.64349365234	1	0.199281	noncoding
ENST00000419735.8	862	0.37421	9.82440185547	1	1	coding
ENST00000477775.5	739	0.40291	10.0526733398	1	1	coding
ENST00000484475.5	534	0.41705	9.90460205078	1	1	coding
ENST00000485652.1	181	0.39267	10.2478637695	1	0.939993	coding
ENST00000318724.8	147	0.28496	7.68670654297	1	0.406519	noncoding
ENST00000464874.1	90	0.37228	8.63824462891	1	0.142104	noncoding
ENST00000417368.7	927	0.43713	6.17572021484	1	1	coding
ENST00000681708.1	456	0.34523	6.23272705078	1	1	coding
ENST00000679847.1	470	0.38022	6.36212158203	1	1	coding
ENST00000681213.1	415	0.36636	5.78912353516	1	1	coding
ENST00000679764.1	198	0.33172	5.27972412109	1	0.989938	coding
ENST00000679419.1	415	0.38686	5.78912353516	1	1	coding
ENST00000473553.5	415	0.48028	5.78912353516	1	1	coding
ENST00000681511.1	257	0.40694	5.46295166016	1	0.999962	coding
ENST00000358954.6	733	0.45859	6.22003173828	1	1	coding
ENST00000393232.6	504	0.41977	4.93914794922	1	1	coding
ENST00000477428.5	27	0.36249	6.79803466797	1	0.00514585	noncoding
ENST00000454688.5	209	0.46331	5.59637451172	-1	0.302721	noncoding
ENST00000223190.8	504	0.46348	4.93914794922	1	1	coding
ENST00000393230.6	504	0.42501	4.93914794922	1	1	coding
ENST00000447430.1	105	0.3623	7.09649658203	1	0.266496	noncoding
ENST00000653887.1	84	0.32939	8.94879150391	1	0.0704266	noncoding
ENST00000664231.1	84	0.38033	8.94879150391	1	0.122814	noncoding
ENST00000436302.6	921	0.40662	8.75103759766	1	1	coding
ENST00000435976.6	705	0.43045	7.53350830078	1	1	coding
ENST00000455283.2	93	0.47905	4.05023193359	-1	0.088079	noncoding
ENST00000476700.5	178	0.26107	4.99261474609	1	0.953539	coding
ENST00000494702.2	110	0.39317	4.52618408203	1	0.756486	coding
ENST00000470839.1	33	0.34757	3.92572021484	1	0.0186197	noncoding
ENST00000489820.5	51	0.41164	7.73077392578	1	0.0292736	noncoding
ENST00000460379.1	93	0.45856	9.56182861328	-1	0.110706	noncoding
ENST00000223210.5	1170	0.44471	6.87213134766	1	1	coding
ENST00000488265.1	133	0.36914	4.11553955078	1	0.924869	coding
ENST00000466435.1	87	0.44647	6.25640869141	-1	0.0411128	noncoding
ENST00000478024.1	85	0.32326	8.04095458984	1	0.0682045	noncoding
ENST00000706130.1	805	0.46824	6.08575439453	1	1	coding
ENST00000404039.5	802	0.4114	6.06329345703	1	1	coding
ENST00000706154.1	541	0.45634	6.04266357422	1	1	coding
ENST00000481593.1	141	0.41841	9.16680908203	1	0.845038	coding
ENST00000493268.1	112	0.37558	9.69232177734	1	0.33466	noncoding
ENST00000488512.5	87	0.44094	6.26409912109	1	0.310835	noncoding
ENST00000480367.1	360	0.35163	8.03753662109	1	0.999985	coding
ENST00000251527.10	894	0.40296	8.84820556641	1	1	coding
ENST00000275418.13	867	0.408	8.61749267578	1	1	coding
ENST00000652148.1	894	0.40296	8.84820556641	1	1	coding
ENST00000529146.6	107	0.30338	11.5816040039	1	0.0971003	noncoding
ENST00000340537.9	154	0.29195	9.40472412109	1	0.35337	noncoding
ENST00000448228.7	297	0.39149	6.00286865234	1	0.999992	coding
ENST00000533852.7	331	0.44087	5.85394287109	1	1	coding
ENST00000534187.6	140	0.2881	6.57952880859	1	0.490215	noncoding
ENST00000530385.5	130	0.35404	8.20880126953	1	0.475077	noncoding
ENST00000527300.5	103	0.42055	9.34295654297	1	0.425216	noncoding
ENST00000530508.1	98	0.34417	9.09698486328	1	0.140954	noncoding
ENST00000524893.5	130	0.34864	8.20880126953	1	0.449233	noncoding
ENST00000529060.5	172	0.36324	9.50946044922	1	0.854078	coding
ENST00000526708.6	197	0.48963	5.69915771484	-1	0.270619	noncoding
ENST00000534520.6	154	0.4023	9.40472412109	1	0.876298	coding
ENST00000529617.5	160	0.31211	6.59185791016	1	0.765382	coding
ENST00000531833.1	109	0.34547	10.4729614258	1	0.198997	noncoding
ENST00000494857.6	659	0.40081	7.00750732422	1	1	coding
ENST00000522656.5	659	0.49143	7.00750732422	1	1	coding
ENST00000004531.14	699	0.40081	7.42425537109	1	1	coding
ENST00000398090.3	698	0.37826	8.24285888672	1	1	coding
ENST00000522148.5	71	0.35293	6.72198486328	-1	0.0508858	noncoding
ENST00000523300.5	162	0.49135	8.80438232422	-1	0.199375	noncoding
ENST00000519959.1	28	0.34964	12.778137207	1	0.0101181	noncoding
ENST00000519850.5	110	0.40333	6.08270263672	-1	0.0538201	noncoding
ENST00000381470.7	384	0.39714	8.87408447266	1	0.999999	coding
ENST00000432128.6	406	0.40935	8.94244384766	1	1	coding
ENST00000443491.6	359	0.39652	8.87420654297	1	0.999997	coding
ENST00000517600.5	366	0.4323	8.80694580078	1	1	coding
ENST00000523782.6	359	0.39549	8.87420654297	1	0.999996	coding
ENST00000265800.9	406	0.39714	8.94244384766	1	1	coding
ENST00000522340.5	85	0.38557	11.3165893555	1	0.134299	noncoding
ENST00000289989.10	366	0.40634	8.52447509766	1	0.999999	coding
ENST00000409586.7	358	0.40634	8.53204345703	1	0.999998	coding
ENST00000614574.4	301	0.34201	5.87066650391	1	0.999958	coding
ENST00000453427.2	50	0.3507	4.44073486328	-1	0.0204262	noncoding
ENST00000475994.1	148	0.46974	9.26104736328	-1	0.183352	noncoding
ENST00000495957.1	160	0.36795	10.5454711914	1	0.736935	coding
ENST00000517558.1	158	0.42182	4.13482666016	1	0.994365	coding
ENST00000356864.4	300	0.44465	5.24517822266	1	0.999999	coding
ENST00000517831.5	51	0.34908	9.39056396484	1	0.0232704	noncoding
ENST00000517298.5	92	0.3797	10.0765991211	1	0.17817	noncoding
ENST00000522631.1	36	0.32953	5.33514404297	1	0.0106633	noncoding
ENST00000518392.1	40	0.42615	10.2888793945	-1	0.097333	noncoding
ENST00000321764.4	263	0.29166	6.45184326172	1	0.996325	coding
ENST00000330295.10	244	0.37818	8.31365966797	1	0.998113	coding
ENST00000520337.1	230	0.44568	8.27008056641	1	0.99952	coding
ENST00000520880.1	122	0.47638	6.54925537109	1	0.830638	coding
ENST00000347708.5	391	0.43331	4.72528076172	1	1	coding
ENST00000533266.5	129	0.44016	4.39495849609	1	0.957231	coding
ENST00000530409.1	32	0.40193	11.3010864258	1	0.0207878	noncoding
ENST00000525101.5	60	0.46258	4.71600341797	-1	0.0337256	noncoding
ENST00000534255.1	104	0.45464	4.29046630859	1	0.822153	coding
ENST00000527730.1	301	0.40407	8.70257568359	-1	0.412162	noncoding
ENST00000292524.6	494	0.39236	6.43475341797	1	1	coding
ENST00000529022.5	494	0.42794	6.43475341797	1	1	coding
ENST00000530854.1	86	0.38994	8.49273681641	-1	0.0774638	noncoding
ENST00000531310.1	186	0.42881	7.65313720703	-1	0.171469	noncoding
ENST00000528528.1	139	0.44632	10.4418334961	1	0.896293	coding
ENST00000529995.1	80	0.45227	5.46136474609	1	0.293516	noncoding
ENST00000442898.5	466	0.46624	5.49310302734	1	1	coding
ENST00000696149.1	480	0.46427	5.59466552734	1	1	coding
ENST00000696150.1	99	0.45613	4.27252197266	1	0.767575	coding
ENST00000696151.1	172	0.46161	4.17974853516	1	0.998183	coding
ENST00000642633.1	36	0.27534	5.46490478516	-1	0.0848811	noncoding
ENST00000700254.1	673	0.3832	6.12542724609	1	1	coding
ENST00000700255.1	811	0.40999	8.93426513672	1	1	coding
ENST00000700258.1	390	0.40354	9.53558349609	1	0.999999	coding
ENST00000378617.4	1090	0.44	8.38446044922	1	1	coding
ENST00000361778.7	673	0.4655	6.12542724609	1	1	coding
ENST00000700259.1	476	0.35568	5.92767333984	1	1	coding
ENST00000491687.1	98	0.44713	9.17877197266	1	0.477586	noncoding
ENST00000700264.1	1049	0.45774	7.41033935547	1	1	coding
ENST00000619578.4	1611	0.4596	5.69097900391	1	1	coding
ENST00000378495.7	1592	0.44264	5.67083740234	1	1	coding
ENST00000637271.1	1222	0.44819	6.45831298828	1	1	coding
ENST00000574939.1	54	0.46774	4.59368896484	1	0.0973016	noncoding
ENST00000431981.2	35	0.36688	9.89874267578	-1	0.115792	noncoding
ENST00000658413.1	98	0.31373	9.01470947266	1	0.101021	noncoding
ENST00000666249.1	48	0.31686	6.49969482422	1	0.0145449	noncoding
ENST00000658963.1	48	0.31767	6.49969482422	1	0.014533	noncoding
ENST00000439587.6	339	0.42334	7.80755615234	1	0.999999	coding
ENST00000643932.2	925	0.27943	9.14093017578	1	1	coding
ENST00000650015.1	473	0.41433	8.34539794922	1	1	coding
ENST00000377991.9	473	0.27943	8.34539794922	1	0.99997	coding
ENST00000464519.6	176	0.39826	10.3071899414	-1	0.220919	noncoding
ENST00000377988.6	473	0.39583	8.34539794922	1	1	coding
ENST00000490199.2	156	0.42771	4.82293701172	1	0.988947	coding
ENST00000377966.4	972	0.41334	6.34820556641	1	1	coding
ENST00000475774.5	118	0.33512	8.70306396484	1	0.256725	noncoding
ENST00000479053.1	226	0.38417	6.89923095703	1	0.998343	coding
ENST00000377542.3	131	0.36474	6.72137451172	-1	0.0855276	noncoding
ENST00000656580.1	162	0.41824	5.02642822266	1	0.989946	coding
ENST00000653988.1	158	0.33446	4.73138427734	1	0.943129	coding
ENST00000668789.1	146	0.31654	4.62420654297	1	0.879997	coding
ENST00000669872.1	74	0.38619	6.87689208984	1	0.0837245	noncoding
ENST00000657353.1	44	0.43172	11.7052612305	1	0.0475012	noncoding
ENST00000377518.3	95	0.31757	11.9555053711	1	0.0731653	noncoding
ENST00000429818.1	92	0.29547	11.9060668945	1	0.063164	noncoding
ENST00000412631.1	50	0.40098	8.88531494141	1	0.0300921	noncoding
